id,Cosine_Sim_1_2,Cosine_Sim_1_s,Cosine_Sim_2_s,Jaccard_Sim_1_2,Jaccard_Sim_1_s,Jaccard_Sim_2_s,BLEU_Sim_1_2,BLEU_Sim_1_s,BLEU_Sim_2_s,ROUGE_L_Sim_1_2,ROUGE_L_Sim_1_s,ROUGE_L_Sim_2_s,BLEURT_Sim_1_2,BLEURT_Sim_1_s,BLEURT_Sim_2_s
23621n,0.4338403135997586,0.12514535877032287,0.15337329242292672,0.19095477386934673,0.056140350877192984,0.06439393939393939,6.639683537516975e-232,1.0277181997835381e-231,9.867991776823701e-232,0.18052256532066507,0.04198473282442749,0.05069124423963134,0.4567611813545227,0.36377832293510437,0.4006350040435791
23624h,0.49049959873206717,0.15150502899546928,0.1838017664530723,0.2455621301775148,0.057692307692307696,0.054474708171206226,6.76233812141008e-232,1.1102577717991281e-231,1.1200407237786664e-231,0.18162393162393162,0.037996545768566495,0.03695150115473442,0.45410412549972534,0.4378904700279236,0.38820236921310425
236lt6,0.5012274975598858,0.09962126295609544,0.20971445422847615,0.18944099378881987,0.05,0.078125,7.646618997314006e-232,1.0710806039695623e-231,1.0710806039695623e-231,0.1356466876971609,0.054298642533936646,0.0816326530612245,0.4965206980705261,0.5038285255432129,0.48031967878341675
236x8u,0.405810238314329,0.059685690966389114,0.13620590898758259,0.13675213675213677,0.02358490566037736,0.04672897196261682,6.964173081842174e-232,1.2387395604882302e-231,1.2387395604882302e-231,0.1246376811594203,0.02105263157894737,0.0449438202247191,0.4783180356025696,0.4822917580604553,0.46601492166519165
23771j,0.574702146311874,0.17941349144229282,0.09146631323878365,0.19637462235649547,0.04700854700854701,0.05291005291005291,7.454123426272793e-232,1.2328102575634849e-231,1.2328102575634849e-231,0.14029850746268657,0.04195804195804196,0.05460750853242321,0.3426783084869385,0.42756521701812744,0.43657952547073364
2379eo,0.6858143423766366,0.22139213664791868,0.2543016254706224,0.23659305993690852,0.02912621359223301,0.025906735751295335,7.284758226689279e-232,1.4488496539373276e-231,1.4488496539373276e-231,0.23160762942779292,0.02926829268292683,0.029239766081871347,0.435130774974823,0.373625248670578,0.3974771201610565
237apx,0.3472634670271329,0.0,0.0,0.17592592592592593,0.004651162790697674,0.005555555555555556,7.000943543511378e-232,1.4488496539373276e-231,1.4488496539373276e-231,0.16547788873038516,0.004566210045662101,0.007168458781362006,0.443239688873291,0.4965822100639343,0.3953324556350708
237fpv,0.6307107097419112,0.22784764104055044,0.18804209010855166,0.21351351351351353,0.03875968992248062,0.045662100456621,7.013036407442855e-232,1.220517838759041e-231,1.220517838759041e-231,0.19976218787158145,0.028397565922920892,0.04522613065326633,0.44827741384506226,0.3696342408657074,0.4128829836845398
237ge1,0.5120475981443092,0.036594231394299966,0.028023241609270298,0.2417910447761194,0.02262443438914027,0.018691588785046728,7.073675849566084e-232,1.3949832735659357e-231,1.3949832735659357e-231,0.1994818652849741,0.017543859649122806,0.023255813953488372,0.4064902663230896,0.4585456848144531,0.4592265486717224
237hfh,0.4299533180499785,0.16640453596891439,0.20980259251609132,0.18269230769230768,0.056666666666666664,0.08421052631578947,6.933762381564404e-232,9.280850747849657e-232,9.280850747849657e-232,0.16921508664627932,0.06250000000000001,0.08624229979466119,0.4629269242286682,0.39980483055114746,0.41689759492874146
237mxt,0.5525408030957222,0.3388472395622939,0.3751751507235072,0.14285714285714285,0.045,0.03763440860215054,7.105988478749347e-232,1.1780380451246853e-231,1.1780380451246853e-231,0.1464226289517471,0.040114613180515755,0.05405405405405405,0.3822818696498871,0.4661676287651062,0.387253999710083
237w1v,0.482162615757098,0.10457970530356096,0.052556635505946234,0.14473684210526316,0.018867924528301886,0.020134228187919462,7.82326287624207e-232,1.43128459386685e-231,1.43128459386685e-231,0.13517665130568357,0.022123893805309734,0.03619909502262444,0.45677971839904785,0.4325162172317505,0.3850012421607971
238igv,0.5688658547228613,0.2613293907575599,0.31117028430616883,0.14171122994652408,0.08835341365461848,0.10505836575875487,6.776019846579534e-232,9.477099905719937e-232,9.62183031294038e-232,0.14681440443213295,0.06944444444444445,0.08071748878923768,0.3827848434448242,0.3848494589328766,0.40881770849227905
238j67,0.36629777134597225,0.1106441929283313,0.16845430328776656,0.1308139534883721,0.056451612903225805,0.08636363636363636,7.281961423783137e-232,1.0039531563304957e-231,9.795473957566088e-232,0.11590296495956873,0.05303030303030304,0.08,0.4635469913482666,0.42752110958099365,0.45555007457733154
238otp,0.49093021341115495,0.18752905754507812,0.2286596915129651,0.2056338028169014,0.1111111111111111,0.12857142857142856,7.025192412121266e-232,8.305591646203819e-232,8.145279808900454e-232,0.13333333333333333,0.09553158705701079,0.11255411255411256,0.4712345004081726,0.42296260595321655,0.4159947633743286
238pdq,0.541857196241764,0.21329294177128882,0.2692736059531271,0.23177083333333334,0.05303030303030303,0.05904059040590406,6.625067551174579e-232,1.0298601129855305e-231,1.0298601129855305e-231,0.18015963511972635,0.047337278106508875,0.05106382978723404,0.474015474319458,0.43732595443725586,0.45772790908813477
2397xo,0.41527755318334486,0.2849634867022089,0.3652879569900708,0.12637362637362637,0.0851063829787234,0.11969111969111969,7.186918506629034e-232,8.828321176818006e-232,8.768056076677601e-232,0.10086455331412103,0.07114624505928854,0.10232558139534885,0.42932403087615967,0.36781853437423706,0.43410974740982056
239pf2,0.337662783473804,0.12180991886427935,0.1309376133177756,0.18214285714285713,0.022598870056497175,0.0379746835443038,7.448447868478606e-232,1.479368491365877e-231,1.479368491365877e-231,0.14790996784565916,0.015503875968992248,0.032128514056224904,0.4151480793952942,0.5555406212806702,0.43649864196777344
239vau,0.4953393188642545,0.20091822924302616,0.1782324314056712,0.1510574018126888,0.04980842911877394,0.06451612903225806,8.210678831723633e-232,1.0606749177775726e-231,1.0606749177775726e-231,0.12418300653594772,0.05450733752620546,0.07373271889400922,0.4621281623840332,0.46752166748046875,0.4454120993614197
23a1i0,0.20200860199384713,0.04437059208871476,0.12101860113516542,0.10479041916167664,0.024390243902439025,0.0335195530726257,7.012614344718653e-232,1.3091834502273125e-231,1.3091834502273125e-231,0.12181303116147309,0.028037383177570093,0.038709677419354833,0.3499048352241516,0.3124176263809204,0.38962575793266296
23a4cz,0.4038717370255867,0.1259558582231396,0.14328569874985292,0.21787709497206703,0.07539682539682539,0.06204379562043796,6.577771803681657e-232,9.53046497430752e-232,9.599782013439103e-232,0.16331994645247658,0.05063291139240506,0.06993006993006994,0.5150476694107056,0.4047553539276123,0.43755263090133667
23a57p,0.46816426090875707,0.28152125477813666,0.41867696824734907,0.18449197860962566,0.10326086956521739,0.14873417721518986,7.214977981197557e-232,7.383265622643378e-232,7.383265622643378e-232,0.17427385892116182,0.10734463276836159,0.11703958691910499,0.4255998730659485,0.39379048347473145,0.3818488121032715
23a69k,0.5250612666431483,0.1308213540166247,0.24104466388653373,0.1906158357771261,0.05220883534136546,0.08620689655172414,6.765443870334118e-232,9.631763962281371e-232,9.550475986512183e-232,0.15070242656449556,0.046065259117082535,0.06735751295336788,0.4489153027534485,0.38991647958755493,0.4460301399230957
23a75q,0.46959824254844534,0.2027330935278016,0.19822014523705872,0.16231884057971013,0.04405286343612335,0.06550218340611354,6.572800433784322e-232,1.0244914152188952e-231,1.042958149583236e-231,0.17150760719225447,0.05940594059405941,0.06746987951807229,0.4458990693092346,0.4756631851196289,0.475280225276947
23a7bm,0.4031201190811424,0.12417212806139005,0.14395372425008504,0.14201183431952663,0.06808510638297872,0.09486166007905138,6.936291294286328e-232,8.918359575595668e-232,8.76045009733619e-232,0.15,0.07317073170731707,0.08095238095238096,0.45139437913894653,0.4360179901123047,0.44635897874832153
23awkc,0.5737058578889864,0.07448104871966325,0.13239966305675022,0.19825072886297376,0.04979253112033195,0.06422018348623854,7.197672071981467e-232,1.0982820006471467e-231,1.0982820006471467e-231,0.1722365038560411,0.046511627906976744,0.07471264367816091,0.5344244241714478,0.38098955154418945,0.38159728050231934
23axp5,0.4795335102384197,0.2980355940389653,0.3629947749164355,0.22590361445783133,0.08433734939759036,0.09051724137931035,6.830036460540553e-232,9.645494237992062e-232,9.717750180364215e-232,0.19354838709677424,0.07636363636363636,0.09153318077803202,0.4894723892211914,0.431848406791687,0.43125200271606445
23bmlg,0.48750662060491934,0.25279791458935197,0.3293009526360424,0.24317617866004962,0.08024691358024691,0.08394160583941605,7.163674885041414e-232,9.390558114849037e-232,9.390558114849037e-232,0.23336968375136316,0.060606060606060615,0.08616780045351473,0.4137706756591797,0.3525035083293915,0.3287839889526367
23ckat,0.357046815356199,0.19180084923884452,0.3974097283049978,0.1695501730103806,0.05238095238095238,0.1092896174863388,7.386826398032373e-232,1.0086576004542522e-231,1.0175453102453308e-231,0.1399046104928458,0.04608294930875576,0.10631229235880399,0.5071894526481628,0.4862082600593567,0.4716089367866516
23clqh,0.3736288628347507,0.10226324146827767,0.1955319183840214,0.170316301703163,0.055384615384615386,0.08496732026143791,6.691252498386126e-232,8.581395820772113e-232,8.51943223148651e-232,0.1509433962264151,0.07155025553662693,0.09001956947162426,0.46523839235305786,0.39246562123298645,0.4347149133682251
23csqj,0.4336843740147089,0.035882302564932134,0.03794522881248313,0.16774193548387098,0.004694835680751174,0.024390243902439025,7.598282871820142e-232,1.4650404310882393e-231,1.4650404310882393e-231,0.18627450980392157,0.004975124378109452,0.02608695652173913,0.48817241191864014,0.42713749408721924,0.4798555374145508
23cvg0,0.03792074253352327,0.035282989573388615,0.0,0.034334763948497854,0.015,0.0,1.1132864014168323e-231,1.6091938846565232e-231,1.6371903619690026e-231,0.03603603603603604,0.020408163265306117,0.0,0.40854161977767944,0.18800956010818481,0.1515171229839325
23cyey,0.4242666454153206,0.14040371215496336,0.2101061363075454,0.16714697406340057,0.0625,0.11428571428571428,7.569633709113079e-232,9.26304818772795e-232,9.588560343689711e-232,0.12082670906200318,0.05454545454545454,0.11275964391691393,0.4158509373664856,0.41474848985671997,0.4145019054412842
23czl3,0.47021605058879823,0.24892151180312852,0.3274407305680246,0.12742382271468145,0.061371841155234655,0.11065573770491803,7.343322520185905e-232,9.089498360668964e-232,9.025708466488877e-232,0.11142857142857143,0.06666666666666668,0.1083743842364532,0.4170272946357727,0.4274662733078003,0.44990599155426025
23drgv,0.7662336733571612,0.13316861929484897,0.23625356903714292,0.20648967551622419,0.08896797153024912,0.0959409594095941,7.266180849606464e-232,8.346961966572163e-232,8.288383176033312e-232,0.21236559139784944,0.09506398537477148,0.09643605870020965,0.4354879856109619,0.41636180877685547,0.45137637853622437
23eda3,0.05588986599525364,0.09340675306045308,0.05127442308991632,0.0319634703196347,0.06557377049180328,0.06521739130434782,1.1143980217744192e-231,9.43285360432058e-232,9.150956833352176e-232,0.04307692307692308,0.06951871657754011,0.10084033613445378,0.426005482673645,0.4316788911819458,0.4004201292991638
23jq5d,0.18979202914305082,0.0716131216560062,0.1778777629212099,0.08333333333333333,0.0695970695970696,0.1103448275862069,6.830036460540553e-232,8.37482419249643e-232,8.310644565349843e-232,0.1172069825436409,0.08235294117647059,0.10077519379844961,0.4415442943572998,0.4109930396080017,0.45096254348754883
23no04,0.37600658259679876,0.18472615183035662,0.2139737986977286,0.13921113689095127,0.0472972972972973,0.06691449814126393,6.743038287003953e-232,9.67095932288287e-232,9.67095932288287e-232,0.13501144164759726,0.062385321100917435,0.09109730848861285,0.43364375829696655,0.4479498863220215,0.43183577060699463
23omft,0.43644590772049113,0.3293772832094365,0.24036312495889928,0.14322916666666666,0.07,0.11811023622047244,7.02032082137316e-232,9.046575632140884e-232,9.046575632140884e-232,0.12853470437017997,0.06785714285714285,0.11059907834101383,0.44903403520584106,0.409221887588501,0.463489830493927
23p3bd,0.4246847946911415,0.2563890975406661,0.3332088778499774,0.17539267015706805,0.11730205278592376,0.12435233160621761,6.71514888928672e-232,7.347191560682607e-232,7.25590437860787e-232,0.15753424657534246,0.11764705882352941,0.11614730878186967,0.376708060503006,0.3768027424812317,0.39835745096206665
23p7wv,0.2703670563509759,0.10680886790819007,0.11223200046611234,0.08722741433021806,0.022222222222222223,0.06962025316455696,7.656794161533995e-232,1.220517838759041e-231,1.241752197345724e-231,0.10362694300518134,0.031168831168831165,0.07258064516129033,0.39898693561553955,0.4410848021507263,0.46555012464523315
23p9uy,0.6269682478143663,0.40686904558817916,0.4319969225294997,0.18156424581005587,0.036036036036036036,0.04285714285714286,6.921464794211712e-232,1.3531653690559654e-231,1.3531653690559654e-231,0.18949771689497716,0.02390438247011952,0.03482587064676616,0.4624590277671814,0.474460244178772,0.47691142559051514
23pljr,0.36261933818039604,0.11699932884035286,0.1342604950013902,0.11506849315068493,0.03398058252427184,0.05357142857142857,7.0934995166269e-232,1.28254206644474e-231,1.293843088393395e-231,0.12038303693570451,0.03836930455635491,0.06077348066298343,0.4298960566520691,0.4354432225227356,0.4744436740875244
23r4v6,0.46043612181976384,0.45321816464325665,0.3793618134530179,0.13554987212276215,0.10847457627118644,0.128,6.842649693320291e-232,7.65855957037815e-232,7.858690421241465e-232,0.1308641975308642,0.12307692307692308,0.11538461538461538,0.44572699069976807,0.399553507566452,0.371731698513031
23r6ya,0.5700162610049103,0.17616761752876686,0.28927984532594153,0.18036529680365296,0.060836501901140684,0.06040268456375839,6.594408840884949e-232,1.0499585804640943e-231,1.0499585804640943e-231,0.1646090534979424,0.06415094339622641,0.06985294117647059,0.45402079820632935,0.43259334564208984,0.4787746071815491
23wvcy,0.4493981141281813,0.20616440421071172,0.27985876659074843,0.19434628975265017,0.08558558558558559,0.14634146341463414,7.173564224973562e-232,8.829064064771981e-232,8.756984043206355e-232,0.20875420875420878,0.11084337349397592,0.144,0.4402044415473938,0.4141923785209656,0.4728982448577881
23y4mc,0.4563685722551686,0.039647023058991336,0.08609986981786019,0.16822429906542055,0.03333333333333333,0.058823529411764705,7.11243172247824e-232,1.1183801695853451e-231,1.1298522363850232e-231,0.14999999999999997,0.025510204081632654,0.03896103896103897,0.41686463356018066,0.33824077248573303,0.4306687116622925
23y6iw,0.43808610553506905,0.06990047471283864,0.13139045741448802,0.15942028985507245,0.030973451327433628,0.043689320388349516,7.29316950792886e-232,1.1881483784890378e-231,1.1625818523356756e-231,0.1345029239766082,0.03341288782816229,0.05047318611987382,0.44847172498703003,0.42808330059051514,0.4611729383468628
23yy7e,0.599214146610959,0.1747702019220612,0.2275023511474407,0.18409090909090908,0.04669260700389105,0.050955414012738856,6.517934063521202e-232,1.1493650204795913e-231,1.1493650204795913e-231,0.17891373801916932,0.03846153846153846,0.05045045045045045,0.4426006078720093,0.37833115458488464,0.43161100149154663
23z9u5,0.5777529689878215,0.07582635306112409,0.10099343794655993,0.1994949494949495,0.01730103806228374,0.030456852791878174,7.203407222625444e-232,1.3483065280626046e-231,1.3149892842086895e-231,0.17371428571428568,0.01763668430335097,0.03614457831325301,0.42169976234436035,0.3654986619949341,0.4271317720413208
240m4w,0.4282162053472131,0.048548446969130056,0.20313139743787456,0.1461794019933555,0.029850746268656716,0.047058823529411764,7.495148888761948e-232,1.2523651573156398e-231,1.2657613425482284e-231,0.15527950310559005,0.0340632603406326,0.06498194945848375,0.47250038385391235,0.4213331341743469,0.499947726726532
240olt,0.4508682254814815,0.12594439570404847,0.20164355653931412,0.13043478260869565,0.05642633228840126,0.10847457627118644,6.2640024774472584e-232,8.631820227018929e-232,8.631820227018929e-232,0.13710554951033732,0.06091370558375635,0.07664233576642335,0.43454766273498535,0.3755660653114319,0.42430567741394043
241031,0.66173014864298,0.005064162590985931,0.033105015105861495,0.2398753894080997,0.0,0.005076142131979695,6.729212105340638e-232,1.54417990232541e-231,1.519465049176112e-231,0.17777777777777776,0.0,0.0056022408963585435,0.42822515964508057,0.5069127678871155,0.4503135085105896
242ori,0.6155932514156912,0.046982136447094015,0.0942679752573874,0.25443786982248523,0.03755868544600939,0.045081967213114756,6.915591674969887e-232,1.195968253499657e-231,1.2073057128593174e-231,0.2058823529411765,0.02985074626865672,0.05896805896805897,0.5576215982437134,0.44745874404907227,0.3822181820869446
242w3w,0.4257947131888133,0.16326114698141803,0.21817871651460435,0.15897435897435896,0.050955414012738856,0.07258064516129033,7.104354176555052e-232,9.006393764610577e-232,8.941361397401433e-232,0.13779128672745694,0.05319148936170213,0.10068649885583524,0.4631959795951843,0.38459980487823486,0.4571773409843445
2433g7,0.5746664668317853,0.13711732178099878,0.0600139589456915,0.18155619596541786,0.009345794392523364,0.018691588785046728,7.122390710728602e-232,1.3498430622113935e-231,1.3498430622113935e-231,0.17368421052631577,0.008620689655172414,0.018750000000000003,0.41596394777297974,0.43452489376068115,0.4487431049346924
2433we,0.4335800340557664,0.11782956241363356,0.14002005752825414,0.1717171717171717,0.07539682539682539,0.07954545454545454,6.785047423186643e-232,1.0526716396404722e-231,1.0601114780474362e-231,0.1367713004484305,0.06028368794326241,0.05963302752293579,0.4806554317474365,0.42168688774108887,0.4097432494163513
243agd,0.42848188674623866,0.08533737752814012,0.1313740014241509,0.19469026548672566,0.02074688796680498,0.024752475247524754,7.053721699186672e-232,1.1623211895870021e-231,1.1518013638544646e-231,0.14713896457765666,0.017857142857142856,0.017964071856287428,0.4551898241043091,0.41182100772857666,0.43680137395858765
243d1z,0.6436537847995754,0.4017199118141124,0.41212101191929973,0.1984126984126984,0.0888030888030888,0.08940397350993377,6.755296343569877e-232,8.510469113101058e-232,8.510469113101058e-232,0.1997874601487779,0.08,0.11334552102376601,0.5223012566566467,0.39147821068763733,0.3922486901283264
243fok,0.46383454868372165,0.11768709789995792,0.0740309874930472,0.1715210355987055,0.05982905982905983,0.0761904761904762,7.313248897209068e-232,9.922018729144911e-232,1.0237394944076484e-231,0.13629160063391443,0.06976744186046512,0.07339449541284404,0.512870728969574,0.35951298475265503,0.3888739347457886
243g88,0.4668327751218741,0.060825157677630054,0.10252267867551731,0.10888252148997135,0.028846153846153848,0.04524886877828054,6.894894381395561e-232,1.1674161883689167e-231,1.1572194372432803e-231,0.11212121212121212,0.049723756906077346,0.038674033149171276,0.4259589910507202,0.3758413791656494,0.3830348253250122
243im4,0.17981397455593906,0.2551682794932938,0.0,0.0992063492063492,0.015873015873015872,0.010638297872340425,8.950284286796655e-232,1.5319719891192393e-231,1.5319719891192393e-231,0.0847457627118644,0.01630434782608696,0.017543859649122806,0.4833641052246094,0.4736464023590088,0.1627916395664215
243v61,0.4083335900915949,0.2316902834562666,0.17557679242656724,0.18911174785100288,0.07865168539325842,0.09195402298850575,7.085961153494277e-232,8.782552891044581e-232,8.852538924852978e-232,0.1349527665317139,0.05714285714285715,0.09523809523809523,0.458148717880249,0.40222668647766113,0.362712025642395
2445el,0.38062713067164633,0.0025334700495660755,0.0,0.15841584158415842,0.010869565217391304,0.005494505494505495,7.152060624747144e-232,1.390121689673884e-231,1.390121689673884e-231,0.13968253968253969,0.015503875968992248,0.01520912547528517,0.4855046272277832,0.4205856919288635,0.37629997730255127
244691,0.4601068101670671,0.16650271198788744,0.06211238262988715,0.12027491408934708,0.07627118644067797,0.07692307692307693,7.747591377246065e-232,1.015383921264607e-231,1.015383921264607e-231,0.12709030100334448,0.06751054852320676,0.07692307692307691,0.43163633346557617,0.44308292865753174,0.41580742597579956
244d9f,0.46003393925041175,0.013085024186153288,0.053860357806551254,0.1588235294117647,0.004608294930875576,0.015384615384615385,6.820784800845227e-232,1.384292958842266e-231,1.419366116189521e-231,0.16124469589816123,0.009708737864077669,0.018808777429467082,0.4996994733810425,0.4819110035896301,0.4672884941101074
244feh,0.34081302970797156,0.1861053430352579,0.2968938340583797,0.1424731182795699,0.043795620437956206,0.08173076923076923,6.946931849120336e-232,1.0150003666608735e-231,1.0150003666608735e-231,0.12820512820512822,0.0507399577167019,0.08746355685131195,0.4390380382537842,0.47494423389434814,0.4611858129501343
244fhp,0.4632422096484583,0.14401069438799252,0.2268331338300501,0.1926605504587156,0.08032128514056225,0.10305343511450382,6.877335448852542e-232,8.758689134685446e-232,8.826328822381959e-232,0.17971758664955068,0.08488964346349745,0.10232558139534884,0.34580549597740173,0.4169982671737671,0.4488368630409241
244iji,0.47218132748849834,0.01258105318474536,0.016809699714212038,0.1346153846153846,0.020080321285140562,0.027777777777777776,7.58595814990792e-232,1.3557354952956695e-231,1.3557354952956695e-231,0.1354581673306773,0.023809523809523808,0.042704626334519574,0.4636037349700928,0.40246015787124634,0.36322155594825745
247m3y,0.5110482309660611,0.05089972125278712,0.051526439994866884,0.20207253886010362,0.04119850187265917,0.04498269896193772,6.782527325282927e-232,1.018482408763288e-231,1.006134885580188e-231,0.1707060063224447,0.027397260273972605,0.04024144869215292,0.4588814377784729,0.3747667670249939,0.43239355087280273
247mf8,0.3518701392322408,0.06585342134915928,0.09452042013691107,0.13043478260869565,0.03676470588235294,0.07006369426751592,7.73340303357336e-232,1.1914550852634847e-231,1.160481716744041e-231,0.12202380952380953,0.03658536585365854,0.0819672131147541,0.47482508420944214,0.28109633922576904,0.39528214931488037
248968,0.47049468436726444,0.134190150631702,0.14203564653473166,0.18360655737704917,0.043668122270742356,0.07446808510638298,7.706812790832764e-232,1.0960484863892048e-231,1.1138762589992476e-231,0.13333333333333333,0.04176334106728538,0.0661764705882353,0.5020655393600464,0.4265599846839905,0.444100022315979
248vyr,0.5909801176218679,0.13717119224731333,0.1218474136685107,0.14696485623003194,0.05025125628140704,0.06735751295336788,6.953129630993786e-232,1.1846908325250257e-231,1.1846908325250257e-231,0.16355810616929697,0.053691275167785234,0.08227848101265824,0.5104383230209351,0.4256320595741272,0.47373753786087036
24apgl,0.6003897064599208,0.15116407817995378,0.1793225203286864,0.210752688172043,0.04201680672268908,0.06498194945848375,6.814318302375182e-232,9.961507389977144e-232,9.961507389977144e-232,0.1812564366632338,0.05610561056105611,0.08213552361396304,0.49859070777893066,0.4727737307548523,0.48755550384521484
24b0j6,0.45521373709109014,0.01961398032947618,0.03615850624671317,0.15497076023391812,0.0091324200913242,0.024390243902439025,7.141974232263591e-232,1.1582410851325384e-231,1.1309692444087374e-231,0.1804733727810651,0.00980392156862745,0.026315789473684213,0.44899046421051025,0.39282819628715515,0.3483487665653229
24beg3,0.40148279503463036,0.11655224803737188,0.18059460237746006,0.14882506527415143,0.036036036036036036,0.044534412955465584,6.592181028690256e-232,1.2183324802375697e-231,1.1877222897067344e-231,0.1423570595099183,0.03225806451612903,0.04337349397590362,0.3841029107570648,0.40495920181274414,0.46111035346984863
24bg0t,0.5101834986131736,0.04611303385764745,0.09046988539530752,0.20606060606060606,0.027649769585253458,0.04411764705882353,7.088038717113183e-232,1.2816062452698723e-231,1.2680423655083872e-231,0.18473895582329314,0.02247191011235955,0.04117647058823529,0.4983370304107666,0.4298168420791626,0.39842620491981506
24blmc,0.3864108284461913,0.019213201059548494,0.12992471794079108,0.17575757575757575,0.0045662100456621,0.011494252873563218,7.253811654559247e-232,1.631311666114947e-231,1.631311666114947e-231,0.14535666218034995,0.004081632653061225,0.015325670498084292,0.4968280792236328,0.46330273151397705,0.45421552658081055
24bo7l,0.548718460141252,0.10993375984443204,0.17227589950931038,0.16137566137566137,0.04938271604938271,0.07936507936507936,6.67041525297905e-232,1.0012126700369902e-231,1.019259798734224e-231,0.17352614015572856,0.04735883424408015,0.07894736842105263,0.4213019013404846,0.46542787551879883,0.4120323061943054
24cpja,0.37539187840986993,0.07563056794770301,0.09887251865910893,0.12074303405572756,0.024390243902439025,0.03529411764705882,7.706395153393957e-232,1.368994555922891e-231,1.3991003373328715e-231,0.1181959564541213,0.024752475247524757,0.030418250950570342,0.4675792455673218,0.5372759699821472,0.4724549651145935
24d6q9,0.47086583685320044,0.151951013861643,0.2174770471025704,0.2088607594936709,0.024752475247524754,0.036458333333333336,6.92051645346268e-232,1.3236955082429243e-231,1.3236955082429243e-231,0.16838995568685378,0.020833333333333336,0.02523659305993691,0.46455079317092896,0.5100188255310059,0.4146019220352173
24dskw,0.48930803194243616,0.1324046198023866,0.19573591173935626,0.21390374331550802,0.07432432432432433,0.09740259740259741,6.717865562651259e-232,8.829555072979774e-232,8.717053693477183e-232,0.15802469135802472,0.07312614259597806,0.08510638297872342,0.4433777332305908,0.3709399998188019,0.43825429677963257
24dzt9,0.5475415830859317,0.2723299633140183,0.24036203217823346,0.2751196172248804,0.07100591715976332,0.09060402684563758,7.267430160407381e-232,8.594194212964521e-232,8.662679262152113e-232,0.20044052863436126,0.07949125596184418,0.08966861598440545,0.45688921213150024,0.43291419744491577,0.3989344835281372
24e0x3,0.46624353093014803,0.1318344518110081,0.15640752057391233,0.16257668711656442,0.0821256038647343,0.09569377990430622,7.348049067221237e-232,1.0969906615527958e-231,1.0870621231307154e-231,0.15088282504012843,0.06788511749347258,0.07926829268292683,0.4762999415397644,0.4974178075790405,0.39509713649749756
24e7vo,0.7247656493539506,0.17446863708013768,0.2516595317861311,0.22796352583586627,0.08208955223880597,0.14798206278026907,6.828833741091053e-232,9.099695872167572e-232,8.944088170734768e-232,0.1897018970189702,0.0728744939271255,0.11659192825112108,0.4911312460899353,0.420759379863739,0.47194868326187134
24e9j6,0.5769693511094257,0.22247230101709115,0.25430277817164476,0.1639871382636656,0.1274131274131274,0.14912280701754385,7.24978034570715e-232,8.51943223148651e-232,8.324944499279178e-232,0.1362862010221465,0.10126582278481013,0.16120906801007553,0.3888445794582367,0.36332231760025024,0.4394981265068054
24e9l9,0.36054004042760823,0.09087142779848639,0.15100145893497646,0.18553459119496854,0.0380952380952381,0.05555555555555555,7.03906479849945e-232,1.2308298330855597e-231,1.2183324802375697e-231,0.1741496598639456,0.030368763557483726,0.05521472392638036,0.48223721981048584,0.466545045375824,0.4588031768798828
24fz1t,0.5461546302997384,0.0898264644061741,0.13451111794996803,0.1864406779661017,0.08214285714285714,0.09777777777777778,7.867370360537908e-232,8.271560716323286e-232,8.130114390159164e-232,0.18803418803418803,0.09708737864077671,0.125,0.4650578498840332,0.3663176894187927,0.34470444917678833
24g3rn,0.4242687956088759,0.21269735387439806,0.22523941121459187,0.16890080428954424,0.07942238267148015,0.10526315789473684,6.809208400499004e-232,8.752215467521524e-232,8.821959749760112e-232,0.13386880856760375,0.07770961145194274,0.08936170212765956,0.4367138147354126,0.4592348337173462,0.47652941942214966
24gfjl,0.34872720479578856,0.20334335783597804,0.2576683734013657,0.15864022662889518,0.07719298245614035,0.1223021582733813,7.330861561551185e-232,8.53028407634946e-232,8.470418735384139e-232,0.11452513966480447,0.07130124777183601,0.09280742459396753,0.409079372882843,0.4366224408149719,0.4445648193359375
24gr7m,0.3724359559432554,0.07457035085798823,0.16819676949463588,0.10674157303370786,0.06926406926406926,0.07142857142857142,7.134885254224233e-232,9.257324954728539e-232,9.467057726823756e-232,0.09845288326300984,0.05949656750572083,0.06306306306306307,0.43439632654190063,0.37740975618362427,0.3651234805583954
24gx9t,0.39216253281481345,0.13209942611899197,0.17953222739290556,0.15211970074812967,0.047619047619047616,0.058365758754863814,6.889542134471152e-232,1.0744240400482872e-231,1.0744240400482872e-231,0.12705882352941178,0.04761904761904762,0.06074766355140187,0.4568532705307007,0.41082823276519775,0.4487905502319336
24h79h,0.39679815809931884,0.053820387923988994,0.08519198118339716,0.18012422360248448,0.01951219512195122,0.031088082901554404,6.77171273761822e-232,1.26368079958909e-231,1.26368079958909e-231,0.15474452554744525,0.02531645569620253,0.037500000000000006,0.39007455110549927,0.47442442178726196,0.3947906494140625
24ip4i,0.6148239941739915,0.25031249083970264,0.3481088586192604,0.14551083591331268,0.06880733944954129,0.10328638497652583,6.741255467626828e-232,9.940746928297607e-232,9.699090743516645e-232,0.1645390070921986,0.10208816705336428,0.1121951219512195,0.4392763376235962,0.4346012473106384,0.4098740816116333
